date,issues
2017-12-01,2
2017-12-08,1
2017-12-11,1
2017-12-13,1
2017-12-18,1
2017-12-31,1
2018-01-02,1
2018-01-03,1
2018-01-05,1
2018-01-12,1
2018-01-16,2
2018-01-18,1
2018-01-20,1
2018-01-23,1
2018-01-26,1
2018-01-28,1
2018-01-29,3
2018-01-30,1
2018-02-01,1
2018-02-04,1
2018-02-05,1
2018-02-07,1
2018-02-08,1
2018-02-14,1
2018-02-19,2
2018-02-26,1
2018-02-28,1
2018-03-01,1
2018-03-02,1
2018-03-05,1
2018-03-06,1
2018-03-07,1
2018-03-08,1
2018-03-09,1
2018-03-15,1
2018-03-16,2
2018-03-19,1
2018-03-20,1
2018-03-22,1
2018-03-23,2
2018-03-27,1
2018-03-28,2
2018-03-29,1
2018-04-16,1
2018-04-17,1
2018-04-25,1
2018-04-27,1
2018-04-30,1
2018-05-03,1
2018-05-11,1
2018-05-13,1
2018-06-21,1
