date,issues
2018-10-18,33
2018-10-19,25
2018-10-20,27
2018-10-21,9
2018-10-22,24
2018-10-23,26
2018-10-24,36
2018-10-25,36
2018-10-26,34
2018-10-27,14
2018-10-28,14
2018-10-29,23
2018-10-30,33
2018-10-31,25
2018-11-01,28
2018-11-02,25
2018-11-03,10
2018-11-04,6
2018-11-05,32
2018-11-06,32
2018-11-07,21
2018-11-08,19
2018-11-09,30
2018-11-10,20
2018-11-11,6
2018-11-12,32
2018-11-13,29
2018-11-14,32
2018-11-15,25
2018-11-16,26
2018-11-17,15
2018-11-18,17
2018-11-19,20
2018-11-20,31
2018-11-21,18
2018-11-22,21
2018-11-23,11
2018-11-24,7
2018-11-25,11
2018-11-26,23
2018-11-27,27
2018-11-28,19
2018-11-29,23
2018-11-30,32
2018-12-01,15
2018-12-02,10
2018-12-03,23
2018-12-04,23
2018-12-05,30
2018-12-06,23
2018-12-07,26
2018-12-08,9
2018-12-09,14
2018-12-10,16
2018-12-11,27
2018-12-12,27
2018-12-13,21
2018-12-14,32
2018-12-15,4
2018-12-16,3
2018-12-17,19
2018-12-18,27
2018-12-19,22
2018-12-20,29
2018-12-21,26
2018-12-22,14
2018-12-23,11
2018-12-24,17
2018-12-25,12
2018-12-26,19
2018-12-27,21
2018-12-28,13
2018-12-29,5
2018-12-30,10
2018-12-31,11
2019-01-01,11
2019-01-02,17
2019-01-03,18
2019-01-04,20
2019-01-05,9
2019-01-06,9
2019-01-07,20
2019-01-08,31
2019-01-09,34
2019-01-10,27
2019-01-11,22
2019-01-12,8
2019-01-13,9
2019-01-14,28
2019-01-15,32
2019-01-16,35
2019-01-17,37
2019-01-18,23
2019-01-19,12
2019-01-20,12
2019-01-21,21
2019-01-22,35
2019-01-23,30
2019-01-24,34
2019-01-25,23
2019-01-26,15
2019-01-27,17
2019-01-28,32
2019-01-29,29
2019-01-30,40
2019-01-31,60
2019-02-01,43
2019-02-02,20
2019-02-03,13
2019-02-04,24
2019-02-05,33
2019-02-06,31
2019-02-07,38
2019-02-08,32
2019-02-09,13
2019-02-10,4
2019-02-11,26
2019-02-12,27
2019-02-13,25
2019-02-14,36
2019-02-15,24
2019-02-16,9
2019-02-17,19
2019-02-18,34
2019-02-19,48
2019-02-20,49
2019-02-21,41
2019-02-22,32
2019-02-23,21
2019-02-24,24
2019-02-25,37
2019-02-26,42
2019-02-27,42
2019-02-28,40
2019-03-01,39
2019-03-02,18
2019-03-03,14
2019-03-04,34
2019-03-05,37
2019-03-06,41
2019-03-07,46
2019-03-08,36
2019-03-09,21
2019-03-10,36
2019-03-11,36
2019-03-12,39
2019-03-13,53
2019-03-14,39
2019-03-15,53
2019-03-16,20
2019-03-17,18
2019-03-18,40
2019-03-19,55
2019-03-20,55
2019-03-21,46
2019-03-22,41
2019-03-23,17
2019-03-24,21
2019-03-25,36
2019-03-26,47
2019-03-27,48
2019-03-28,46
2019-03-29,40
2019-03-30,21
2019-03-31,24
2019-04-01,42
2019-04-02,43
2019-04-03,48
2019-04-04,40
2019-04-05,31
2019-04-06,38
2019-04-07,13
2019-04-08,52
2019-04-09,39
2019-04-10,30
2019-04-11,34
2019-04-12,42
2019-04-13,23
2019-04-14,14
2019-04-15,35
2019-04-16,29
2019-04-17,30
2019-04-18,30
2019-04-19,30
2019-04-20,12
2019-04-21,19
2019-04-22,29
2019-04-23,38
2019-04-24,34
2019-04-25,35
2019-04-26,38
2019-04-27,17
2019-04-28,22
2019-04-29,32
2019-04-30,24
2019-05-01,31
2019-05-02,25
2019-05-03,33
2019-05-04,17
2019-05-05,21
2019-05-06,33
2019-05-07,38
2019-05-08,39
2019-05-09,46
2019-05-10,36
2019-05-11,13
2019-05-12,16
2019-05-13,36
2019-05-14,36
2019-05-15,34
2019-05-16,31
2019-05-17,34
2019-05-18,14
2019-05-19,15
2019-05-20,41
2019-05-21,27
2019-05-22,36
2019-05-23,29
2019-05-24,37
2019-05-25,17
2019-05-26,9
2019-05-27,23
2019-05-28,35
2019-05-29,50
2019-05-30,40
2019-05-31,46
2019-06-01,68
2019-06-02,37
2019-06-03,34
2019-06-04,45
2019-06-05,46
2019-06-06,51
2019-06-07,30
2019-06-08,20
2019-06-09,14
2019-06-10,36
2019-06-11,53
2019-06-12,49
2019-06-13,47
2019-06-14,45
2019-06-15,17
2019-06-16,18
2019-06-17,56
2019-06-18,34
2019-06-19,46
2019-06-20,31
2019-06-21,22
2019-06-22,15
2019-06-23,12
2019-06-24,40
2019-06-25,53
2019-06-26,30
2019-06-27,22
2019-06-28,30
2019-06-29,14
2019-06-30,10
2019-07-01,29
2019-07-02,37
2019-07-03,55
2019-07-04,34
2019-07-05,24
2019-07-06,9
2019-07-07,17
2019-07-08,41
2019-07-09,40
2019-07-10,31
2019-07-11,44
2019-07-12,44
2019-07-13,20
2019-07-14,5
2019-07-15,39
2019-07-16,48
2019-07-17,47
2019-07-18,37
2019-07-19,27
2019-07-20,11
2019-07-21,9
2019-07-22,29
2019-07-23,29
2019-07-24,34
2019-07-25,46
2019-07-26,40
2019-07-27,8
2019-07-28,16
2019-07-29,35
2019-07-30,26
2019-07-31,37
2019-08-01,39
2019-08-02,42
2019-08-03,17
2019-08-04,15
2019-08-05,22
2019-08-06,38
2019-08-07,44
2019-08-08,31
2019-08-09,38
2019-08-10,14
2019-08-11,8
2019-08-12,46
2019-08-13,28
2019-08-14,30
2019-08-15,39
2019-08-16,47
2019-08-17,19
2019-08-18,10
2019-08-19,36
2019-08-20,39
2019-08-21,55
2019-08-22,38
2019-08-23,31
2019-08-24,11
2019-08-25,10
2019-08-26,30
2019-08-27,37
2019-08-28,34
2019-08-29,34
2019-08-30,26
2019-08-31,12
2019-09-01,10
2019-09-02,17
2019-09-03,33
2019-09-04,26
2019-09-05,45
2019-09-06,41
2019-09-07,14
2019-09-08,15
2019-09-09,36
2019-09-10,30
2019-09-11,47
2019-09-12,36
2019-09-13,28
2019-09-14,20
2019-09-15,12
2019-09-16,23
2019-09-17,30
2019-09-18,37
2019-09-19,41
2019-09-20,26
2019-09-21,14
2019-09-22,4
2019-09-23,29
2019-09-24,43
2019-09-25,33
2019-09-26,28
2019-09-27,32
2019-09-28,6
2019-09-29,18
2019-09-30,25
2019-10-01,37
2019-10-02,29
2019-10-03,30
2019-10-04,26
2019-10-05,13
2019-10-06,21
2019-10-07,31
2019-10-08,32
2019-10-09,26
2019-10-10,40
2019-10-11,45
2019-10-12,24
2019-10-13,20
2019-10-14,44
2019-10-15,41
2019-10-16,42
2019-10-17,47
2019-10-18,36
2019-10-19,18
2019-10-20,9
2019-10-21,35
2019-10-22,34
2019-10-23,36
2019-10-24,45
2019-10-25,34
2019-10-26,15
2019-10-27,17
2019-10-28,35
2019-10-29,31
2019-10-30,25
2019-10-31,39
2019-11-01,28
2019-11-02,16
2019-11-03,12
2019-11-04,37
2019-11-05,33
2019-11-06,29
2019-11-07,31
2019-11-08,27
2019-11-09,17
2019-11-10,15
2019-11-11,35
2019-11-12,31
2019-11-13,43
2019-11-14,39
2019-11-15,36
2019-11-16,15
2019-11-17,18
2019-11-18,33
2019-11-19,32
2019-11-20,41
2019-11-21,32
2019-11-22,33
2019-11-23,15
2019-11-24,16
2019-11-25,33
2019-11-26,28
2019-11-27,36
2019-11-28,30
2019-11-29,22
2019-11-30,8
2019-12-01,16
2019-12-02,31
2019-12-03,36
2019-12-04,31
2019-12-05,41
2019-12-06,35
2019-12-07,16
2019-12-08,13
2019-12-09,31
2019-12-10,29
2019-12-11,34
2019-12-12,29
2019-12-13,34
2019-12-14,20
2019-12-15,17
2019-12-16,27
2019-12-17,35
2019-12-18,33
2019-12-19,55
2019-12-20,31
2019-12-21,11
2019-12-22,13
2019-12-23,22
2019-12-24,27
2019-12-25,16
2019-12-26,25
2019-12-27,17
2019-12-28,15
2019-12-29,16
2019-12-30,20
2019-12-31,16
2020-01-01,4
2020-01-02,26
2020-01-03,24
2020-01-04,10
2020-01-05,9
2020-01-06,28
2020-01-07,28
2020-01-08,31
2020-01-09,41
2020-01-10,34
2020-01-11,22
2020-01-12,24
2020-01-13,31
2020-01-14,47
2020-01-15,38
2020-01-16,37
2020-01-17,51
2020-01-18,18
2020-01-19,17
2020-01-20,35
2020-01-21,35
2020-01-22,31
2020-01-23,23
2020-01-24,24
2020-01-25,19
2020-01-26,17
2020-01-27,38
2020-01-28,26
2020-01-29,32
2020-01-30,29
2020-01-31,37
2020-02-01,25
2020-02-02,13
2020-02-03,22
2020-02-04,26
2020-02-05,21
2020-02-06,26
2020-02-07,41
